pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FT,5/6/2019,95.5,-1.9577,5.4206,Max Kepler,596146,543339,null,foul,n/a,n/a,n/a,n/a,8,null,R,L,R,TOR,MIN,S,null,null,0,1,2019,-1.2467,0.9466,-0.0733,1.7115,null,null,null,0,7,Top,null,null,n/a,n/a,643376,n/a,190507_010140,7.6242,-138.63,-6.1265,-17.4935,31.4646,-19.0595,3.2885,1.6284,null,null,null,94.413,2542,5.823,566879,543339,643376,475253,519299,665489,520471,606192,545341,592273,54.6761,null,null,null,null,null,null,null,50,2,2-Seam Fastball,0,6,6,0,6,0,6,0,Infield shift,Standard
SL,5/6/2019,87.6,-2.1051,5.3997,Max Kepler,596146,543339,null,swinging_strike,n/a,n/a,n/a,n/a,8,null,R,L,R,TOR,MIN,S,null,null,0,0,2019,-0.1776,0.5465,0.1957,1.6275,null,null,null,0,7,Top,null,null,n/a,n/a,643376,n/a,190507_010116,5.8786,-127.4003,-4.1129,-3.0145,23.6672,-25.7063,3.3412,1.6284,null,null,null,87.4,2816,5.98,566879,543339,643376,475253,519299,665489,520471,606192,545341,592273,54.5196,null,null,null,null,null,null,null,50,1,Slider,0,6,6,0,6,0,6,0,Infield shift,Standard
FT,5/6/2019,92.3,-1.3582,5.5848,Max Kepler,596146,573186,double_play,hit_into_play,n/a,n/a,n/a,n/a,6,Max Kepler lines into a double play; first baseman Justin Smoak to shortstop Freddy Galvis.   Byron Buxton out at 2nd.  ,R,L,R,TOR,MIN,X,3,line_drive,1,2,2019,-1.0251,0.8522,0.3044,2.6189,null,621439,null,1,4,Top,156.33,168.54,n/a,n/a,643376,n/a,190507_000857,6.3296,-134.1256,-3.4944,-13.4646,28.4015,-21.5962,3.2937,1.6437,119,104.2,5.9,91.32,2432,5.727,566879,573186,643376,475253,519299,665489,520471,606192,545341,592273,54.773,0.592,0.54,0,1,0,0,4,30,5,2-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard
SL,5/6/2019,84.7,-1.8855,5.3766,Max Kepler,596146,573186,null,foul,n/a,n/a,n/a,n/a,11,null,R,L,R,TOR,MIN,S,null,null,1,2,2019,1.4118,0.4061,-0.8473,2.8905,null,621439,null,1,4,Top,null,null,n/a,n/a,643376,n/a,190507_000822,-0.2795,-123.1907,-0.2575,13.9523,23.8926,-28.387,3.3148,1.6284,152,67.3,27.2,83.285,2642,5.325,566879,573186,643376,475253,519299,665489,520471,606192,545341,592273,55.1744,null,null,null,null,null,null,null,30,4,Slider,0,5,5,0,5,0,5,0,Standard,Standard
SL,5/6/2019,84.7,-1.9378,5.3789,Max Kepler,596146,573186,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,TOR,MIN,B,null,null,0,2,2019,1.5888,0.193,-0.4551,1.1218,null,621439,null,1,4,Top,null,null,n/a,n/a,643376,n/a,190507_000755,0.4198,-123.2213,-3.9023,15.4816,24.1662,-29.7894,3.3412,1.6982,null,null,null,83.069,2881,5.189,566879,573186,643376,475253,519299,665489,520471,606192,545341,592273,55.3107,null,null,null,null,null,null,null,30,3,Slider,0,5,5,0,5,0,5,0,Standard,Standard
SL,5/6/2019,84.8,-1.825,5.3958,Max Kepler,596146,573186,null,called_strike,n/a,n/a,n/a,n/a,11,null,R,L,R,TOR,MIN,S,null,null,0,1,2019,1.4467,0.2553,-0.8549,2.7736,null,621439,null,1,4,Top,null,null,n/a,n/a,643376,n/a,190507_000704,-0.4977,-123.4293,-0.3264,14.4059,23.2942,-29.8414,3.2358,1.6188,null,null,null,83.499,2897,5.298,566879,573186,643376,475253,519299,665489,520471,606192,545341,592273,55.2017,null,null,null,null,null,null,null,30,2,Slider,0,5,5,0,5,0,5,0,Standard,Standard
FT,5/6/2019,92.1,-1.8123,5.3146,Max Kepler,596146,573186,null,called_strike,n/a,n/a,n/a,n/a,7,null,R,L,R,TOR,MIN,S,null,null,0,0,2019,-1.4562,0.1734,-0.6694,1.6982,null,621439,null,1,4,Top,null,null,n/a,n/a,643376,n/a,190507_000640,5.9337,-133.8771,-3.692,-18.4603,27.8482,-29.5892,3.3675,1.6982,null,null,null,91.338,2255,5.806,566879,573186,643376,475253,519299,665489,520471,606192,545341,592273,54.6937,null,null,null,null,null,null,null,30,1,2-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard
FT,5/6/2019,92,-1.6653,5.4026,Max Kepler,596146,573186,field_out,hit_into_play,n/a,n/a,n/a,n/a,8,Max Kepler grounds out to first baseman Justin Smoak.   Byron Buxton to 2nd.  ,R,L,R,TOR,MIN,X,3,ground_ball,0,0,2019,-0.9168,0.6745,-0.0855,1.8709,null,null,621439,1,2,Top,154.52,170.36,n/a,n/a,643376,n/a,190506_233549,5.8292,-133.5983,-4.4388,-11.9142,28.8856,-23.6357,3.3939,1.6982,3,81,-36.7,90.493,2395,5.493,566879,573186,643376,475253,519299,665489,520471,606192,545341,592273,55.0067,0.052,0.039,0,1,0,0,2,13,1,2-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard
FT,5/6/2019,93.2,-1.6215,5.4032,Max Kepler,596146,573186,field_out,hit_into_play,n/a,n/a,n/a,n/a,4,Max Kepler grounds out; first baseman Justin Smoak to pitcher Marcus Stroman.  ,R,L,R,TOR,MIN,X,3,ground_ball,0,0,2019,-1.187,0.3887,-0.4485,2.4557,null,null,null,0,1,Top,152.7,170.36,n/a,n/a,643376,n/a,190506_230926,5.5095,-135.6057,-2.6459,-15.5575,28.3669,-27.1367,3.3936,1.7775,2,84.6,-49.6,92.512,2160,5.787,566879,573186,643376,475253,519299,665489,520471,606192,545341,592273,54.7121,0.082,0.09,0,1,0,0,2,1,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,5/5/2019,97.5,-1.9031,5.7247,Max Kepler,596146,592454,strikeout,swinging_strike_blocked,n/a,n/a,n/a,n/a,14,Max Kepler strikes out swinging.  ,R,L,R,NYY,MIN,S,2,null,3,2,2019,-1.0919,1.547,0.1878,0.6819,null,503556,621439,2,7,Top,null,null,n/a,n/a,596142,n/a,190505_222838,8.063,-141.225,-11.408,-16.4286,34.9508,-9.145,3.39,1.64,null,null,null,96.536,2202,6.191,567473,592454,596142,572228,518934,570482,650402,643565,458731,457727,54.3082,null,null,0,1,0,0,null,56,7,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard
CH,5/5/2019,88.8,-2.0683,5.57,Max Kepler,596146,592454,null,foul,n/a,n/a,n/a,n/a,5,null,R,L,R,NYY,MIN,S,null,null,3,2,2019,-1.4988,0.2493,-0.1811,2.7615,null,503556,621439,2,7,Top,null,null,n/a,n/a,596142,n/a,190505_222802,7.7586,-129.2549,-1.4156,-18.3669,23.8731,-29.2862,3.39,1.64,227,70.1,29,89.323,1430,6.343,567473,592454,596142,572228,518934,570482,650402,643565,458731,457727,54.157,null,null,null,null,null,null,null,56,6,Changeup,4,1,1,4,1,4,1,4,Infield shift,Standard
CH,5/5/2019,87.8,-1.983,5.632,Max Kepler,596146,592454,null,called_strike,n/a,n/a,n/a,n/a,1,null,R,L,R,NYY,MIN,S,null,null,3,1,2019,-1.3352,0.5836,-0.5257,3.0097,null,503556,621439,2,7,Top,null,null,n/a,n/a,596142,n/a,190505_222726,6.2636,-127.7055,-1.4278,-15.8278,26.0193,-25.742,2.9953,1.2836,null,null,null,87.69,1444,6.221,567473,592454,596142,572228,518934,570482,650402,643565,458731,457727,54.279,null,null,null,null,null,null,null,56,5,Changeup,4,1,1,4,1,4,1,4,Infield shift,Standard
FF,5/5/2019,97.2,-1.8162,5.7257,Max Kepler,596146,592454,null,ball,n/a,n/a,n/a,n/a,11,null,R,L,R,NYY,MIN,B,null,null,2,1,2019,-0.8604,1.3896,-2.16,3.2052,null,503556,621439,2,7,Top,null,null,n/a,n/a,596142,n/a,190505_222655,1.0575,-141.5261,-4.406,-11.7871,34.0558,-12.7105,2.9428,1.1678,null,null,null,97.243,2041,6.404,567473,592454,596142,572228,518934,570482,650402,643565,458731,457727,54.0956,null,null,null,null,null,null,null,56,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard
CH,5/5/2019,88,-2.0685,5.7033,Max Kepler,596146,592454,null,foul,n/a,n/a,n/a,n/a,4,null,R,L,R,NYY,MIN,S,null,null,2,0,2019,-1.2214,0.5235,-0.3802,2.6406,null,503556,621439,2,7,Top,null,null,n/a,n/a,596142,n/a,190505_222624,6.6126,-127.8295,-2.2927,-14.7701,30.3391,-26.2228,3.39,1.64,166,70.1,26.6,87.28,1452,6.277,567473,592454,596142,572228,518934,570482,650402,643565,458731,457727,54.2225,null,null,null,null,null,null,null,56,3,Changeup,4,1,1,4,1,4,1,4,Infield shift,Standard
CH,5/5/2019,87.5,-2.058,5.6927,Max Kepler,596146,592454,null,ball,n/a,n/a,n/a,n/a,11,null,R,L,R,NYY,MIN,B,null,null,1,0,2019,-1.3601,0.1709,-0.9893,3.9022,null,503556,621439,2,7,Top,null,null,n/a,n/a,596142,n/a,190505_222555,5.4777,-127.3467,1.5781,-16.1196,30.5099,-30.9177,2.9663,1.3185,null,null,null,87.631,1429,6.745,567473,592454,596142,572228,518934,570482,650402,643565,458731,457727,53.7549,null,null,null,null,null,null,null,56,2,Changeup,4,1,1,4,1,4,1,4,Infield shift,Standard
CH,5/5/2019,90,-2.0558,5.6981,Max Kepler,596146,592454,null,ball,n/a,n/a,n/a,n/a,11,null,R,L,R,NYY,MIN,B,null,null,0,0,2019,-1.3344,0.7747,-1.0742,2.6868,null,503556,621439,2,7,Top,null,null,n/a,n/a,596142,n/a,190505_222532,5.4055,-130.9944,-3.096,-16.8065,33.6893,-22.651,3.0611,1.5432,null,null,null,90.279,1422,6.948,567473,592454,596142,572228,518934,570482,650402,643565,458731,457727,53.5515,null,null,null,null,null,null,null,56,1,Changeup,4,1,1,4,1,4,1,4,Infield shift,Standard
CH,5/5/2019,86.8,-1.9183,5.7219,Max Kepler,596146,593334,walk,ball,n/a,n/a,n/a,n/a,11,Max Kepler walks.  ,R,L,R,NYY,MIN,B,null,null,3,2,2019,-2.0603,1.1275,-1.6811,2.8951,null,null,null,2,5,Top,null,null,n/a,n/a,596142,n/a,190505_213708,4.739,-126.2468,-2.8174,-22.804,27.1813,-19.8835,3.1944,1.4684,null,null,null,86.345,2443,6.155,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.3441,null,null,0.7,1,0,0,null,38,6,Changeup,4,1,1,4,1,4,1,4,Infield shift,Standard
FF,5/5/2019,93.2,-1.6364,5.4792,Max Kepler,596146,593334,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,NYY,MIN,B,null,null,2,2,2019,-1.2429,1.4096,-1.263,2.2159,null,null,null,2,5,Top,null,null,n/a,n/a,596142,n/a,190505_213647,3.626,-135.5769,-5.6305,-15.9141,29.7923,-14.028,3.2693,1.5428,null,null,null,92.612,2391,5.968,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.5313,null,null,null,null,null,null,null,38,5,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard
FF,5/5/2019,92.8,-1.9538,5.5094,Max Kepler,596146,593334,null,foul,n/a,n/a,n/a,n/a,6,null,R,L,R,NYY,MIN,S,null,null,2,1,2019,-0.9739,1.4873,0.375,2.7349,null,null,null,2,5,Top,null,null,n/a,n/a,596142,n/a,190505_213612,7.9611,-134.6368,-4.3264,-13.5191,34.401,-13.8113,3.39,1.64,43,81.9,86.5,91.127,2220,5.848,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.652,null,null,null,null,null,null,null,38,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard
FT,5/5/2019,92.9,-2.0427,5.5015,Max Kepler,596146,593334,null,ball,n/a,n/a,n/a,n/a,8,null,R,L,R,NYY,MIN,B,null,null,1,1,2019,-1.8012,1.1344,-0.0782,1.5506,null,null,null,2,5,Top,null,null,n/a,n/a,596142,n/a,190505_213554,8.7966,-134.6677,-6.6207,-23.4684,30.9238,-17.3993,3.2479,1.5836,null,null,null,91.61,2542,5.855,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.6442,null,null,null,null,null,null,null,38,3,2-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard
FF,5/5/2019,92.7,-1.7989,5.6612,Max Kepler,596146,593334,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,R,NYY,MIN,B,null,null,0,1,2019,-1.1196,1.5754,0.1774,3.7989,null,null,null,2,5,Top,null,null,n/a,n/a,596142,n/a,190505_213538,7.3372,-134.4419,-2.1138,-15.0234,36.9716,-13.6071,3.2996,1.64,null,null,null,90.398,2348,5.692,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.808,null,null,null,null,null,null,null,38,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard
FF,5/5/2019,93,-2.1174,5.5152,Max Kepler,596146,593334,null,called_strike,n/a,n/a,n/a,n/a,1,null,R,L,R,NYY,MIN,S,null,null,0,0,2019,-0.9674,1.4956,-0.7129,3.2723,null,null,null,2,5,Top,null,null,n/a,n/a,596142,n/a,190505_213520,5.6476,-135.2557,-3.159,-12.9462,30.3903,-13.6539,3.2779,1.4818,null,null,null,92.252,2400,5.94,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.5594,null,null,null,null,null,null,null,38,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shift,Standard
CU,5/5/2019,80.8,-1.4901,5.876,Max Kepler,596146,593334,field_out,hit_into_play,n/a,n/a,n/a,n/a,9,Max Kepler lines out to right fielder Cameron Maybin.  ,R,L,R,NYY,MIN,X,9,line_drive,1,2,2019,-0.1809,-0.5048,0.593,1.5816,null,621439,null,2,3,Top,198.59,83.78,n/a,n/a,596142,n/a,190505_205842,4.886,-117.3817,-1.8522,-2.654,25.2143,-36.5505,3.39,1.64,320,92.1,20.6,79.014,2619,5.441,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,55.0588,0.228,0.257,0,1,0,0,3,21,4,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
CU,5/5/2019,80.6,-1.7574,5.8854,Max Kepler,596146,593334,null,swinging_strike,n/a,n/a,n/a,n/a,14,null,R,L,R,NYY,MIN,S,null,null,1,1,2019,-0.2817,-0.4317,0.2517,1.2445,null,621439,null,2,3,Top,null,null,n/a,n/a,596142,n/a,190505_205811,4.8949,-117.0459,-2.69,-3.5425,25.3051,-35.6978,3.39,1.64,null,null,null,78.781,2502,5.461,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,55.0388,null,null,null,null,null,null,null,21,3,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
CH,5/5/2019,85.6,-1.9227,5.7208,Max Kepler,596146,593334,null,swinging_strike,n/a,n/a,n/a,n/a,8,null,R,L,R,NYY,MIN,S,null,null,1,0,2019,-1.5003,1.0995,-0.0822,1.6734,null,621439,null,2,3,Top,null,null,n/a,n/a,596142,n/a,190505_205729,7.3517,-124.4178,-5.4695,-17.0164,24.7745,-19.9032,3.39,1.64,null,null,null,85.526,2489,6.288,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.2113,null,null,null,null,null,null,null,21,2,Changeup,2,0,0,2,0,2,0,2,Infield shift,Standard
CH,5/5/2019,86.8,-2.0372,5.7247,Max Kepler,596146,593334,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,NYY,MIN,B,null,null,0,0,2019,-1.9455,0.95,-1.9397,2.0326,null,621439,null,2,3,Top,null,null,n/a,n/a,596142,n/a,190505_205710,4.1564,-126.146,-4.4285,-21.2891,30.0739,-21.4757,3.1855,1.5769,null,null,null,85.732,2391,6.066,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.4333,null,null,null,null,null,null,null,21,1,Changeup,2,0,0,2,0,2,0,2,Infield shift,Standard
CU,5/5/2019,82.3,-1.529,5.7816,Max Kepler,596146,593334,strikeout,swinging_strike,n/a,n/a,n/a,n/a,14,Max Kepler strikes out swinging.  ,R,L,R,NYY,MIN,S,2,null,2,2,2019,-0.4373,-0.2795,0.2791,1.171,null,null,null,0,1,Top,null,null,n/a,n/a,596142,n/a,190505_201254,4.8549,-119.7799,-3.4439,-4.957,20.4616,-34.4505,3.39,1.64,null,null,null,81.597,2412,5.547,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.9529,null,null,0,1,0,0,null,1,6,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,5/5/2019,89.3,-1.7518,5.589,Max Kepler,596146,593334,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,NYY,MIN,B,null,null,1,2,2019,-1.6752,0.9752,1.3924,2.0407,null,null,null,0,1,Top,null,null,n/a,n/a,596142,n/a,190505_201221,11.1308,-129.4148,-4.618,-21.0167,29.0225,-20.6042,3.1742,1.5115,null,null,null,88.281,2389,6.049,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.4507,null,null,null,null,null,null,null,1,5,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,5/5/2019,94.9,-1.7205,5.6935,Max Kepler,596146,593334,null,foul,n/a,n/a,n/a,n/a,14,null,R,L,R,NYY,MIN,S,null,null,1,2,2019,-0.954,1.0421,0.9499,2.4834,null,null,null,0,1,Top,null,null,n/a,n/a,596142,n/a,190505_201157,8.9479,-137.6341,-4.8604,-13.9651,33.6191,-18.3909,3.39,1.64,302,101.2,48.9,93.262,2199,5.735,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.765,null,null,null,null,null,null,null,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,5/5/2019,86.1,-1.8074,5.7799,Max Kepler,596146,593334,null,swinging_strike,n/a,n/a,n/a,n/a,8,null,R,L,R,NYY,MIN,S,null,null,1,1,2019,-1.2605,0.7275,0.1282,1.9235,null,null,null,0,1,Top,null,null,n/a,n/a,596142,n/a,190505_201137,7.0996,-125.2569,-4.492,-14.4971,19.4768,-23.9195,3.39,1.64,null,null,null,86.644,2483,6.142,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.3572,null,null,null,null,null,null,null,1,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,5/5/2019,86.5,-2.043,5.7863,Max Kepler,596146,593334,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,NYY,MIN,B,null,null,0,1,2019,-2.2937,1.1688,0.883,1.4563,null,null,null,0,1,Top,null,null,n/a,n/a,596142,n/a,190505_201119,11.4817,-125.1854,-6.3168,-26.1926,26.2018,-18.9682,3.096,1.5288,null,null,null,85.517,2389,6.042,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.4574,null,null,null,null,null,null,null,1,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,5/5/2019,93.7,-1.937,5.7663,Max Kepler,596146,593334,null,called_strike,n/a,n/a,n/a,n/a,1,null,R,L,R,NYY,MIN,S,null,null,0,0,2019,-0.9287,1.2741,-0.3593,3.1452,null,null,null,0,1,Top,null,null,n/a,n/a,596142,n/a,190505_201104,5.9882,-136.1531,-3.6668,-12.6211,32.5104,-16.2191,3.1591,1.4552,null,null,null,92.13,2356,5.626,567473,593334,596142,572228,518934,570482,650402,643565,458731,457727,54.873,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic
FF,5/4/2019,93.1,2.7583,5.8753,Max Kepler,596146,605501,field_out,hit_into_play,n/a,n/a,n/a,n/a,6,Max Kepler flies out to center fielder Brett Gardner.  ,R,L,L,NYY,MIN,X,8,fly_ball,2,1,2019,0.6001,1.1095,0.4494,2.6742,null,null,543068,0,8,Top,137.65,76.63,n/a,n/a,519222,n/a,190504_193817,-7.1778,-135.3377,-4.8291,8.8095,28.3121,-17.8738,3.56,1.71,292,95.8,46.6,92.691,2313,6.009,567472,605501,519222,572228,518934,609280,650402,643565,458731,457727,54.4908,0.008,0.009,0,1,0,0,3,63,4,4-Seam Fastball,2,5,5,2,5,2,5,2,Infield shift,Standard
SI,5/4/2019,92.3,2.6583,5.8191,Max Kepler,596146,605501,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,NYY,MIN,B,null,null,1,1,2019,1.093,0.4828,-0.9931,0.8907,null,null,543068,0,8,Top,null,null,n/a,n/a,519222,n/a,190504_193743,-11.4865,-133.737,-7.6429,15.3008,27.2862,-25.1173,3.4,1.668,null,null,null,91.444,2364,5.89,567472,605501,519222,572228,518934,609280,650402,643565,458731,457727,54.6098,null,null,null,null,null,null,null,63,3,Sinker,2,5,5,2,5,2,5,2,Infield shift,Standard
SL,5/4/2019,83.5,2.8051,5.6765,Max Kepler,596146,605501,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,NYY,MIN,B,null,null,0,1,2019,-0.8677,0.5024,-1.666,1.4725,null,null,543068,0,8,Top,null,null,n/a,n/a,519222,n/a,190504_193719,-8.483,-121.1388,-4.0341,-6.4067,26.1211,-26.8203,3.2961,1.5801,null,null,null,81.75,2285,5.512,567472,605501,519222,572228,518934,609280,650402,643565,458731,457727,54.9871,null,null,null,null,null,null,null,63,2,Slider,2,5,5,2,5,2,5,2,Infield shift,Standard
SL,5/4/2019,83.7,2.8831,5.7798,Max Kepler,596146,605501,null,swinging_strike,n/a,n/a,n/a,n/a,13,null,R,L,L,NYY,MIN,S,null,null,0,0,2019,-0.2721,0.5001,-0.5615,1.3701,null,null,543068,0,8,Top,null,null,n/a,n/a,519222,n/a,190504_193701,-7.2963,-121.4387,-4.5934,-1.1667,24.0566,-26.7246,3.36,1.66,null,null,null,82.242,2218,5.501,567472,605501,519222,572228,518934,609280,650402,643565,458731,457727,54.9986,null,null,null,null,null,null,null,63,1,Slider,2,5,5,2,5,2,5,2,Infield shift,Standard
FT,5/4/2019,89.4,1.9733,6.1011,Max Kepler,596146,457918,single,hit_into_play_no_out,n/a,n/a,n/a,n/a,6,Max Kepler singles on a line drive to right fielder Cameron Maybin.  ,R,L,L,NYY,MIN,X,9,line_drive,1,1,2019,1.3244,0.6822,0.6369,2.5728,null,null,null,2,6,Top,224.75,105.26,n/a,n/a,519222,n/a,190504_184652,-5.9669,-130.0423,-4.1307,15.9812,23.6218,-23.9597,3.36,1.66,318,98.3,17.8,89.099,2144,5.826,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.6736,0.41,0.475,0.9,1,1,0,4,44,3,2-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard
SL,5/4/2019,85.2,1.978,6.1927,Max Kepler,596146,457918,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,NYY,MIN,B,null,null,0,1,2019,-0.0901,0.4398,-1.5477,1.9704,null,null,null,2,6,Top,null,null,n/a,n/a,519222,n/a,190504_184631,-7.9965,-123.795,-4.4206,0.6353,23.8668,-27.1375,3.2887,1.5807,null,null,null,84.233,2301,5.661,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.8381,null,null,null,null,null,null,null,44,2,Slider,0,4,4,0,4,0,4,0,Standard,Standard
SL,5/4/2019,86,1.912,6.1472,Max Kepler,596146,457918,null,swinging_strike,n/a,n/a,n/a,n/a,13,null,R,L,L,NYY,MIN,S,null,null,0,0,2019,-0.1075,0.6917,-1.1555,1.8977,null,null,null,2,6,Top,null,null,n/a,n/a,519222,n/a,190504_184615,-6.9863,-125.0205,-5.18,0.1986,23.4432,-24.278,3.36,1.66,null,null,null,85.397,2225,5.798,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.7018,null,null,null,null,null,null,null,44,1,Slider,0,4,4,0,4,0,4,0,Standard,Standard
FF,5/4/2019,90.4,1.9538,6.1412,Max Kepler,596146,457918,walk,ball,n/a,n/a,n/a,n/a,11,Max Kepler walks.  ,R,L,L,NYY,MIN,B,null,null,3,0,2019,0.7536,1.4567,-0.1972,4.032,null,503556,null,2,4,Top,null,null,n/a,n/a,519222,n/a,190504_180824,-6.9826,-131.5464,-2.4189,10.253,28.2538,-14.9484,3.3142,1.6524,null,null,null,90.535,2237,6.4,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.0997,null,null,0.7,1,0,0,null,27,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard
FT,5/4/2019,87.9,2.1204,6.1249,Max Kepler,596146,457918,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,L,NYY,MIN,B,null,null,2,0,2019,1.4111,0.8823,1.9529,2.772,null,503556,null,2,4,Top,null,null,n/a,n/a,519222,n/a,190504_180801,-3.2893,-127.8867,-3.8245,16.0452,25.6767,-22.0074,3.2617,1.6448,null,null,null,87.703,2056,6.115,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.3843,null,null,null,null,null,null,null,27,3,2-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard
FT,5/4/2019,87.9,1.961,6.1666,Max Kepler,596146,457918,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,L,NYY,MIN,B,null,null,1,0,2019,1.1866,0.7415,1.7981,3.1649,null,503556,null,2,4,Top,null,null,n/a,n/a,519222,n/a,190504_180738,-2.8632,-128.0663,-2.746,13.6805,25.3087,-23.6393,3.3219,1.6295,null,null,null,88.326,2010,6.391,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.1086,null,null,null,null,null,null,null,27,2,2-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard
SL,5/4/2019,85.5,2.0576,6.1495,Max Kepler,596146,457918,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,NYY,MIN,B,null,null,0,0,2019,-0.0127,0.6049,-1.2001,0.92,null,503556,null,2,4,Top,null,null,n/a,n/a,519222,n/a,190504_180717,-7.5403,-124.2422,-7.2149,1.1043,20.3325,-25.0215,3.299,1.6524,null,null,null,84.911,2178,5.579,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.921,null,null,null,null,null,null,null,27,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard
FF,5/4/2019,91.5,1.9494,6.0954,Max Kepler,596146,457918,field_out,hit_into_play,n/a,n/a,n/a,n/a,2,Max Kepler pops out to second baseman DJ LeMahieu.  ,R,L,L,NYY,MIN,X,4,popup,0,2,2019,0.8334,1.3451,0.1223,3.3344,null,592696,null,2,2,Top,140.8,135.46,n/a,n/a,519222,n/a,190504_173405,-6.3769,-133.0776,-3.9529,11.2174,28.8517,-15.6697,3.36,1.66,187,90.3,60.5,91.236,2245,6.181,567472,457918,519222,572228,518934,609280,650402,643565,458731,457727,54.3184,0.022,0.02,0,1,0,0,3,12,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
